Estado_Municipio,Região,UF,Município,Ano de eleição (2018),Nome candidato (2018),Votos válidos (2018),Votos nominais (2018),Ano de eleição (2022),Nome candidato (2022),Votos válidos (2022),Votos nominais (2022),Código SUS,Cobertura Vacinal 2015,Cobertura Vacinal 2016,Cobertura Vacinal 2017,Cobertura Vacinal 2018,Cobertura Vacinal 2019,Cobertura Vacinal 2020,Cobertura Vacinal 2021,Cobertura Vacinal 2022
AL-CRAIBAS,NORDESTE,AL,CRAIBAS,2018,FERNANDO HADDAD,13299,11200,2022,LUIZ INÁCIO LULA DA SILVA,14721,11172,270235,106.8,103.91,90.95,68.86,90.19,32.1,37.84,109.29
AL-DELMIRO GOUVEIA,NORDESTE,AL,DELMIRO GOUVEIA,2018,FERNANDO HADDAD,26532,22523,2022,LUIZ INÁCIO LULA DA SILVA,28603,22645,270240,122.36,85.42,89.58,96.98,86.86,39.54,39.55,74.04
AL-DOIS RIACHOS,NORDESTE,AL,DOIS RIACHOS,2018,FERNANDO HADDAD,5516,4444,2022,LUIZ INÁCIO LULA DA SILVA,6543,4778,270250,90.07,78.57,144.29,162.28,88.97,19.85,61.03,119.73
AL-ESTRELA DE ALAGOAS,NORDESTE,AL,ESTRELA DE ALAGOAS,2018,FERNANDO HADDAD,7634,6783,2022,LUIZ INÁCIO LULA DA SILVA,7878,6284,270255,83.72,91.98,72.19,92.41,83.25,4.78,43.98,100.99
AL-FEIRA GRANDE,NORDESTE,AL,FEIRA GRANDE,2018,FERNANDO HADDAD,12556,10412,2022,LUIZ INÁCIO LULA DA SILVA,13409,9890,270260,197.94,105.36,97.32,135.36,91.24,42.3,45.45,95.67
AL-FELIZ DESERTO,NORDESTE,AL,FELIZ DESERTO,2018,FERNANDO HADDAD,2106,1417,2022,LUIZ INÁCIO LULA DA SILVA,2444,1629,270270,86.36,85.51,118.84,110.67,113.33,93.33,38.16,95.0
AL-FLEXEIRAS,NORDESTE,AL,FLEXEIRAS,2018,FERNANDO HADDAD,5306,2780,2022,LUIZ INÁCIO LULA DA SILVA,6099,3001,270280,93.53,137.23,123.4,123.33,78.24,65.8,77.59,103.41
AL-GIRAU DO PONCIANO,NORDESTE,AL,GIRAU DO PONCIANO,2018,FERNANDO HADDAD,18236,15898,2022,LUIZ INÁCIO LULA DA SILVA,19488,15297,270290,107.69,90.64,92.72,116.96,70.45,21.38,35.51,56.52
AL-IBATEGUARA,NORDESTE,AL,IBATEGUARA,2018,FERNANDO HADDAD,7329,4865,2022,LUIZ INÁCIO LULA DA SILVA,7922,4787,270300,99.28,115.06,177.99,156.75,119.28,57.83,82.53,90.07
AL-IGACI,NORDESTE,AL,IGACI,2018,FERNANDO HADDAD,13012,11111,2022,LUIZ INÁCIO LULA DA SILVA,13778,10652,270310,76.88,53.49,44.62,83.49,55.36,16.96,78.53,105.1
AL-IGREJA NOVA,NORDESTE,AL,IGREJA NOVA,2018,FERNANDO HADDAD,11837,9410,2022,LUIZ INÁCIO LULA DA SILVA,12847,9392,270320,66.89,50.0,56.44,84.43,47.01,16.1,46.56,103.69
AL-INHAPI,NORDESTE,AL,INHAPI,2018,FERNANDO HADDAD,8020,7102,2022,LUIZ INÁCIO LULA DA SILVA,9046,7310,270330,86.71,85.67,73.25,82.64,70.0,64.48,46.6,83.27
AL-JACARE DOS HOMENS,NORDESTE,AL,JACARE DOS HOMENS,2018,FERNANDO HADDAD,3415,2981,2022,LUIZ INÁCIO LULA DA SILVA,3633,2829,270340,58.18,91.09,123.76,162.92,97.14,59.05,31.76,97.53
AL-JACUIPE,NORDESTE,AL,JACUIPE,2018,FERNANDO HADDAD,3451,2736,2022,LUIZ INÁCIO LULA DA SILVA,4237,2904,270350,71.05,157.45,129.79,110.0,136.73,132.65,77.59,101.45
AL-JAPARATINGA,NORDESTE,AL,JAPARATINGA,2018,FERNANDO HADDAD,4028,2066,2022,JAIR MESSIAS BOLSONARO,5455,2754,270360,79.33,106.84,129.06,114.08,74.15,53.74,69.03,126.15
AL-JARAMATAIA,NORDESTE,AL,JARAMATAIA,2018,FERNANDO HADDAD,3268,2806,2022,LUIZ INÁCIO LULA DA SILVA,3759,2843,270370,71.76,40.16,98.36,103.7,119.57,40.22,18.35,92.13
AL-JEQUIA DA PRAIA,NORDESTE,AL,JEQUIA DA PRAIA,2018,FERNANDO HADDAD,4823,2639,2022,LUIZ INÁCIO LULA DA SILVA,6123,3064,270375,91.61,105.26,85.96,149.61,113.43,113.43,107.69,126.12
AL-JOAQUIM GOMES,NORDESTE,AL,JOAQUIM GOMES,2018,FERNANDO HADDAD,9088,6950,2022,LUIZ INÁCIO LULA DA SILVA,10324,7065,270380,62.61,84.38,109.62,128.53,94.37,62.2,85.01,90.67
AL-JUNDIA,NORDESTE,AL,JUNDIA,2018,FERNANDO HADDAD,2402,1547,2022,LUIZ INÁCIO LULA DA SILVA,3158,1899,270390,89.47,117.95,76.92,177.97,44.0,98.0,133.33,79.66
AL-JUNQUEIRO,NORDESTE,AL,JUNQUEIRO,2018,FERNANDO HADDAD,12582,8973,2022,LUIZ INÁCIO LULA DA SILVA,14246,9073,270400,91.62,100.26,107.01,105.68,111.84,72.9,55.93,70.4
AL-LAGOA DA CANOA,NORDESTE,AL,LAGOA DA CANOA,2018,FERNANDO HADDAD,10519,8222,2022,LUIZ INÁCIO LULA DA SILVA,11435,8047,270410,110.9,80.07,121.26,142.46,113.09,25.17,54.64,101.57
AL-LIMOEIRO DE ANADIA,NORDESTE,AL,LIMOEIRO DE ANADIA,2018,FERNANDO HADDAD,12333,9971,2022,LUIZ INÁCIO LULA DA SILVA,14158,10502,270420,62.43,76.74,91.71,75.5,92.13,66.85,84.05,120.93
AL-MACEIO,NORDESTE,AL,MACEIO,2018,JAIR MESSIAS BOLSONARO,434865,268027,2022,JAIR MESSIAS BOLSONARO,484075,240053,270430,119.11,132.94,133.94,106.81,89.16,88.34,84.95,103.84
AL-MAJOR ISIDORO,NORDESTE,AL,MAJOR ISIDORO,2018,FERNANDO HADDAD,9643,7264,2022,LUIZ INÁCIO LULA DA SILVA,10919,7253,270440,101.79,85.56,101.41,86.25,48.85,56.15,87.11,104.94
AL-MAR VERMELHO,NORDESTE,AL,MAR VERMELHO,2018,FERNANDO HADDAD,2351,1788,2022,LUIZ INÁCIO LULA DA SILVA,2806,1942,270490,115.15,83.87,96.77,91.18,50.0,97.22,109.09,109.52
AL-MARAGOGI,NORDESTE,AL,MARAGOGI,2018,JAIR MESSIAS BOLSONARO,13727,7462,2022,JAIR MESSIAS BOLSONARO,16735,8865,270450,91.63,133.05,141.63,134.84,98.38,82.19,74.66,100.51
AL-MARAVILHA,NORDESTE,AL,MARAVILHA,2018,FERNANDO HADDAD,5151,4341,2022,LUIZ INÁCIO LULA DA SILVA,5647,4282,270460,100.0,87.59,94.89,171.79,43.29,58.54,40.46,147.62
AL-MARECHAL DEODORO,NORDESTE,AL,MARECHAL DEODORO,2018,JAIR MESSIAS BOLSONARO,24720,14007,2022,JAIR MESSIAS BOLSONARO,31641,15343,270470,97.37,63.28,94.04,106.49,83.77,66.45,64.47,116.89
AL-MARIBONDO,NORDESTE,AL,MARIBONDO,2018,FERNANDO HADDAD,6684,4667,2022,LUIZ INÁCIO LULA DA SILVA,7773,4974,270480,62.88,91.53,109.6,155.62,85.87,61.41,85.71,116.97
AL-MATA GRANDE,NORDESTE,AL,MATA GRANDE,2018,FERNANDO HADDAD,11095,9558,2022,LUIZ INÁCIO LULA DA SILVA,11801,9432,270500,53.57,56.13,107.9,120.88,51.0,22.92,43.88,77.26
AL-MATRIZ DE CAMARAGIBE,NORDESTE,AL,MATRIZ DE CAMARAGIBE,2018,FERNANDO HADDAD,12092,6213,2022,JAIR MESSIAS BOLSONARO,13026,6749,270510,100.68,88.58,87.72,123.06,100.25,54.45,58.4,60.86
AL-MESSIAS,NORDESTE,AL,MESSIAS,2018,FERNANDO HADDAD,8782,5415,2022,LUIZ INÁCIO LULA DA SILVA,10005,5776,270520,69.44,90.48,112.3,116.67,99.29,61.79,57.25,65.66
AL-MINADOR DO NEGRAO,NORDESTE,AL,MINADOR DO NEGRAO,2018,FERNANDO HADDAD,3198,2607,2022,LUIZ INÁCIO LULA DA SILVA,3543,2486,270530,60.0,92.59,60.49,160.0,43.06,58.33,56.0,140.0
AL-MONTEIROPOLIS,NORDESTE,AL,MONTEIROPOLIS,2018,FERNANDO HADDAD,3821,3247,2022,LUIZ INÁCIO LULA DA SILVA,4167,3008,270540,161.67,94.85,117.65,142.72,145.54,77.68,134.86,168.27
AL-MURICI,NORDESTE,AL,MURICI,2018,FERNANDO HADDAD,12549,7965,2022,LUIZ INÁCIO LULA DA SILVA,14390,8770,270550,91.14,97.43,87.34,121.43,84.68,103.63,67.11,132.56
AL-NOVO LINO,NORDESTE,AL,NOVO LINO,2018,FERNANDO HADDAD,5341,3108,2022,LUIZ INÁCIO LULA DA SILVA,6961,3437,270560,79.75,134.52,80.95,102.05,67.07,52.69,101.46,78.52
AL-OLHO D'AGUA DAS FLORES,NORDESTE,AL,OLHO D'AGUA DAS FLORES,2018,FERNANDO HADDAD,10239,7149,2022,LUIZ INÁCIO LULA DA SILVA,11588,7204,270570,95.55,94.04,123.85,103.78,89.81,19.28,45.8,102.8
AL-OLHO D'AGUA DO CASADO,NORDESTE,AL,OLHO D'AGUA DO CASADO,2018,FERNANDO HADDAD,4813,4494,2022,LUIZ INÁCIO LULA DA SILVA,5320,4522,270580,72.08,87.94,80.14,100.89,42.34,86.86,96.18,76.87
AL-OLHO D'AGUA GRANDE,NORDESTE,AL,OLHO D'AGUA GRANDE,2018,FERNANDO HADDAD,3061,2687,2022,LUIZ INÁCIO LULA DA SILVA,3444,2689,270590,34.57,15.38,80.22,115.0,100.0,24.32,23.6,79.1
AL-OLIVENCA,NORDESTE,AL,OLIVENCA,2018,FERNANDO HADDAD,6136,5134,2022,LUIZ INÁCIO LULA DA SILVA,7075,5042,270600,56.74,91.94,134.95,119.23,89.44,150.56,100.0,148.35
AL-OURO BRANCO,NORDESTE,AL,OURO BRANCO,2018,FERNANDO HADDAD,5984,5156,2022,LUIZ INÁCIO LULA DA SILVA,6959,5283,270610,63.33,110.39,117.53,119.53,103.76,65.59,109.71,85.64
AL-PALESTINA,NORDESTE,AL,PALESTINA,2018,FERNANDO HADDAD,2719,2291,2022,LUIZ INÁCIO LULA DA SILVA,3303,2442,270620,72.34,98.8,109.64,103.8,93.98,26.51,7.79,103.85
AL-PALMEIRA DOS INDIOS,NORDESTE,AL,PALMEIRA DOS INDIOS,2018,FERNANDO HADDAD,34236,23153,2022,LUIZ INÁCIO LULA DA SILVA,39379,24549,270630,103.51,231.21,123.14,211.55,103.22,85.09,87.92,114.4
AL-PAO DE ACUCAR,NORDESTE,AL,PAO DE ACUCAR,2018,FERNANDO HADDAD,11657,9356,2022,LUIZ INÁCIO LULA DA SILVA,13632,9991,270640,101.15,62.72,90.4,98.8,89.3,103.39,103.97,114.16
AL-PARICONHA,NORDESTE,AL,PARICONHA,2018,FERNANDO HADDAD,6151,5777,2022,LUIZ INÁCIO LULA DA SILVA,6510,5663,270642,67.24,66.12,73.22,85.45,67.53,22.08,27.93,106.29
AL-PARIPUEIRA,NORDESTE,AL,PARIPUEIRA,2018,JAIR MESSIAS BOLSONARO,6718,3554,2022,LUIZ INÁCIO LULA DA SILVA,8518,3984,270644,79.23,120.57,125.84,109.24,86.7,45.06,47.0,64.46
AL-PASSO DE CAMARAGIBE,NORDESTE,AL,PASSO DE CAMARAGIBE,2018,FERNANDO HADDAD,7182,4712,2022,LUIZ INÁCIO LULA DA SILVA,8980,5249,270650,74.8,88.05,143.81,95.79,79.48,70.74,73.47,99.04
AL-PAULO JACINTO,NORDESTE,AL,PAULO JACINTO,2018,FERNANDO HADDAD,3954,2868,2022,LUIZ INÁCIO LULA DA SILVA,4712,3234,270660,95.31,112.38,126.67,132.61,77.08,62.5,125.64,136.05
AL-PENEDO,NORDESTE,AL,PENEDO,2018,FERNANDO HADDAD,26519,17029,2022,LUIZ INÁCIO LULA DA SILVA,30365,18665,270670,79.26,108.65,100.0,102.19,109.26,100.61,80.6,99.25
AL-PIACABUCU,NORDESTE,AL,PIACABUCU,2018,FERNANDO HADDAD,8376,6070,2022,LUIZ INÁCIO LULA DA SILVA,9994,6621,270680,63.46,76.76,120.77,112.42,72.7,40.46,48.84,95.31
AL-PILAR,NORDESTE,AL,PILAR,2018,FERNANDO HADDAD,17776,9463,2022,LUIZ INÁCIO LULA DA SILVA,20519,10993,270690,91.26,99.83,101.71,100.35,92.18,97.34,98.7,80.7
AL-PINDOBA,NORDESTE,AL,PINDOBA,2018,FERNANDO HADDAD,1685,1210,2022,LUIZ INÁCIO LULA DA SILVA,2045,1364,270700,106.67,113.04,91.3,128.57,116.67,173.33,36.0,97.22
AL-PIRANHAS,NORDESTE,AL,PIRANHAS,2018,FERNANDO HADDAD,12502,11252,2022,LUIZ INÁCIO LULA DA SILVA,13414,10900,270710,98.08,71.69,85.84,124.71,85.9,52.93,48.95,102.88
AL-POCO DAS TRINCHEIRAS,NORDESTE,AL,POCO DAS TRINCHEIRAS,2018,FERNANDO HADDAD,6851,6226,2022,LUIZ INÁCIO LULA DA SILVA,7683,6285,270720,81.78,98.52,89.16,85.39,63.29,9.66,35.71,64.71
AL-PORTO CALVO,NORDESTE,AL,PORTO CALVO,2018,FERNANDO HADDAD,11932,5982,2022,JAIR MESSIAS BOLSONARO,15152,7327,270730,95.75,96.32,87.13,94.47,89.01,33.18,17.83,77.16
AL-PORTO DE PEDRAS,NORDESTE,AL,PORTO DE PEDRAS,2018,FERNANDO HADDAD,4050,2367,2022,LUIZ INÁCIO LULA DA SILVA,5366,2832,270740,85.16,97.22,145.37,125.2,107.87,77.17,90.73,125.56
AL-PORTO REAL DO COLEGIO,NORDESTE,AL,PORTO REAL DO COLEGIO,2018,FERNANDO HADDAD,10725,8966,2022,LUIZ INÁCIO LULA DA SILVA,12234,9354,270750,103.22,81.47,74.71,108.12,113.91,46.24,43.86,60.0
AL-QUEBRANGULO,NORDESTE,AL,QUEBRANGULO,2018,FERNANDO HADDAD,6482,5053,2022,LUIZ INÁCIO LULA DA SILVA,7323,5252,270760,59.64,63.09,78.11,65.99,93.55,56.99,86.81,83.58
AL-RIO LARGO,NORDESTE,AL,RIO LARGO,2018,FERNANDO HADDAD,39386,19803,2022,LUIZ INÁCIO LULA DA SILVA,48489,24603,270770,146.1,103.57,128.49,112.39,109.28,61.98,96.17,127.42
AL-ROTEIRO,NORDESTE,AL,ROTEIRO,2018,FERNANDO HADDAD,3285,2183,2022,LUIZ INÁCIO LULA DA SILVA,4040,2381,270780,121.88,97.76,100.75,105.31,90.37,138.52,106.06,95.28
AL-SANTA LUZIA DO NORTE,NORDESTE,AL,SANTA LUZIA DO NORTE,2018,FERNANDO HADDAD,4221,2586,2022,LUIZ INÁCIO LULA DA SILVA,4861,3033,270790,90.29,81.03,77.59,117.48,71.9,80.99,111.93,165.25
AL-SANTANA DO IPANEMA,NORDESTE,AL,SANTANA DO IPANEMA,2018,FERNANDO HADDAD,22103,17425,2022,LUIZ INÁCIO LULA DA SILVA,24173,17264,270800,121.91,84.82,144.0,180.11,138.69,102.01,91.34,148.86
AL-SANTANA DO MUNDAU,NORDESTE,AL,SANTANA DO MUNDAU,2018,FERNANDO HADDAD,5834,4729,2022,LUIZ INÁCIO LULA DA SILVA,6392,4696,270810,108.48,126.95,93.41,122.11,103.89,77.78,98.01,104.07
AL-SAO BRAS,NORDESTE,AL,SAO BRAS,2018,FERNANDO HADDAD,3982,3103,2022,LUIZ INÁCIO LULA DA SILVA,5058,3630,270820,91.43,71.43,80.45,107.45,90.38,51.92,68.97,78.82
AL-SAO JOSE DA LAJE,NORDESTE,AL,SAO JOSE DA LAJE,2018,FERNANDO HADDAD,11395,7192,2022,LUIZ INÁCIO LULA DA SILVA,12263,7207,270830,70.92,97.5,131.25,120.35,77.78,77.27,93.04,103.97
AL-SAO JOSE DA TAPERA,NORDESTE,AL,SAO JOSE DA TAPERA,2018,FERNANDO HADDAD,14108,12282,2022,LUIZ INÁCIO LULA DA SILVA,14694,11182,270840,100.67,94.7,100.18,105.98,74.86,57.06,30.69,131.95
AL-SAO LUIS DO QUITUNDE,NORDESTE,AL,SAO LUIS DO QUITUNDE,2018,FERNANDO HADDAD,14019,8142,2022,LUIZ INÁCIO LULA DA SILVA,16318,8611,270850,74.96,110.46,94.6,98.75,83.08,65.81,67.75,95.8
AL-SAO MIGUEL DOS CAMPOS,NORDESTE,AL,SAO MIGUEL DOS CAMPOS,2018,JAIR MESSIAS BOLSONARO,26921,13765,2022,LUIZ INÁCIO LULA DA SILVA,31726,15501,270860,117.09,99.39,116.8,139.56,144.67,91.87,48.25,84.48
AL-SAO MIGUEL DOS MILAGRES,NORDESTE,AL,SAO MIGUEL DOS MILAGRES,2018,FERNANDO HADDAD,4114,2093,2022,LUIZ INÁCIO LULA DA SILVA,5457,2718,270870,77.78,207.79,235.06,160.87,50.76,79.55,83.82,101.38
AL-SAO SEBASTIAO,NORDESTE,AL,SAO SEBASTIAO,2018,FERNANDO HADDAD,17060,13577,2022,LUIZ INÁCIO LULA DA SILVA,18737,13823,270880,101.68,47.58,79.3,96.77,90.3,10.55,49.4,78.27
AL-SATUBA,NORDESTE,AL,SATUBA,2018,JAIR MESSIAS BOLSONARO,7212,3681,2022,LUIZ INÁCIO LULA DA SILVA,10028,4732,270890,108.64,106.7,132.4,139.3,55.8,16.61,26.52,50.89
AL-SENADOR RUI PALMEIRA,NORDESTE,AL,SENADOR RUI PALMEIRA,2018,FERNANDO HADDAD,6063,5287,2022,LUIZ INÁCIO LULA DA SILVA,6512,5175,270895,93.72,118.22,118.22,110.05,83.5,65.5,52.68,123.16
AL-TANQUE D'ARCA,NORDESTE,AL,TANQUE D'ARCA,2018,FERNANDO HADDAD,3491,2987,2022,LUIZ INÁCIO LULA DA SILVA,3800,3014,270900,70.24,73.63,75.82,92.75,76.62,27.27,98.41,91.43
AL-TAQUARANA,NORDESTE,AL,TAQUARANA,2018,FERNANDO HADDAD,9327,7341,2022,LUIZ INÁCIO LULA DA SILVA,10065,7510,270910,57.23,62.0,133.33,152.75,108.01,39.72,27.48,116.01
AL-TEOTONIO VILELA,NORDESTE,AL,TEOTONIO VILELA,2018,FERNANDO HADDAD,18794,12110,2022,LUIZ INÁCIO LULA DA SILVA,20506,12651,270915,102.12,96.83,130.12,109.45,95.57,110.98,92.45,130.02
AL-TRAIPU,NORDESTE,AL,TRAIPU,2018,FERNANDO HADDAD,11166,9658,2022,LUIZ INÁCIO LULA DA SILVA,13029,9935,270920,59.95,68.82,88.53,108.94,54.63,23.32,22.35,98.81
AL-UNIAO DOS PALMARES,NORDESTE,AL,UNIAO DOS PALMARES,2018,FERNANDO HADDAD,29871,19928,2022,LUIZ INÁCIO LULA DA SILVA,33038,19983,270930,128.56,61.66,94.56,171.9,96.24,95.77,108.25,135.72
AL-VICOSA,NORDESTE,AL,VICOSA,2018,FERNANDO HADDAD,13077,8972,2022,LUIZ INÁCIO LULA DA SILVA,15043,9441,270940,87.25,102.64,111.51,87.1,99.04,75.6,87.01,55.32
AM-ALVARAES,NORTE,AM,ALVARAES,2018,FERNANDO HADDAD,6675,5295,2022,LUIZ INÁCIO LULA DA SILVA,8494,6014,130002,106.18,92.48,96.73,84.47,104.49,94.76,88.04,66.75
AM-AMATURA,NORTE,AM,AMATURA,2018,FERNANDO HADDAD,4246,3400,2022,LUIZ INÁCIO LULA DA SILVA,5282,3857,130006,126.82,101.14,98.86,86.79,102.25,100.0,101.51,142.64
AM-ANAMA,NORTE,AM,ANAMA,2018,FERNANDO HADDAD,5848,4077,2022,LUIZ INÁCIO LULA DA SILVA,6367,3927,130008,70.94,63.03,69.67,85.64,83.67,122.45,73.68,107.89
AM-ANORI,NORTE,AM,ANORI,2018,FERNANDO HADDAD,5934,3681,2022,LUIZ INÁCIO LULA DA SILVA,8089,4574,130010,49.47,100.8,111.6,71.59,71.98,100.0,80.26,76.74
AM-APUI,NORTE,AM,APUI,2018,JAIR MESSIAS BOLSONARO,6264,3218,2022,JAIR MESSIAS BOLSONARO,7804,4600,130014,130.04,91.48,116.14,126.54,93.13,57.94,19.25,133.58
AM-ATALAIA DO NORTE,NORTE,AM,ATALAIA DO NORTE,2018,FERNANDO HADDAD,4871,4020,2022,LUIZ INÁCIO LULA DA SILVA,6063,4724,130020,164.49,89.15,94.23,95.21,65.18,62.3,30.35,86.43
AM-AUTAZES,NORTE,AM,AUTAZES,2018,FERNANDO HADDAD,16916,12407,2022,LUIZ INÁCIO LULA DA SILVA,21477,13625,130030,89.04,50.0,118.8,103.6,111.59,80.82,87.39,83.22
AM-BARCELOS,NORTE,AM,BARCELOS,2018,FERNANDO HADDAD,5521,3608,2022,LUIZ INÁCIO LULA DA SILVA,7388,4675,130040,65.14,73.48,97.98,77.0,71.95,47.33,41.55,42.05
AM-BARREIRINHA,NORTE,AM,BARREIRINHA,2018,FERNANDO HADDAD,12647,11611,2022,LUIZ INÁCIO LULA DA SILVA,16471,14691,130050,95.69,72.01,81.97,72.98,53.91,67.36,61.84,56.97
AM-BENJAMIN CONSTANT,NORTE,AM,BENJAMIN CONSTANT,2018,FERNANDO HADDAD,14301,12275,2022,LUIZ INÁCIO LULA DA SILVA,16657,13665,130060,127.84,70.71,90.02,105.23,141.0,87.01,37.28,22.87
AM-BERURI,NORTE,AM,BERURI,2018,FERNANDO HADDAD,7501,5670,2022,LUIZ INÁCIO LULA DA SILVA,10265,6423,130063,96.4,82.4,94.62,82.61,65.33,55.95,56.38,95.88
AM-BOA VISTA DO RAMOS,NORTE,AM,BOA VISTA DO RAMOS,2018,FERNANDO HADDAD,7474,6666,2022,LUIZ INÁCIO LULA DA SILVA,9566,8269,130068,136.88,99.38,89.54,94.87,81.82,98.75,86.97,122.74
AM-BOCA DO ACRE,NORTE,AM,BOCA DO ACRE,2018,FERNANDO HADDAD,12911,6782,2022,JAIR MESSIAS BOLSONARO,15734,7640,130070,107.74,75.82,73.22,87.44,65.37,81.58,45.38,60.72
AM-BORBA,NORTE,AM,BORBA,2018,FERNANDO HADDAD,12965,10727,2022,LUIZ INÁCIO LULA DA SILVA,16265,12422,130080,98.43,100.85,109.31,106.66,81.05,66.62,112.58,125.45
AM-CAAPIRANGA,NORTE,AM,CAAPIRANGA,2018,FERNANDO HADDAD,4836,3449,2022,LUIZ INÁCIO LULA DA SILVA,7036,4577,130083,59.61,68.47,56.65,53.55,63.43,69.91,100.59,94.61
AM-CANUTAMA,NORTE,AM,CANUTAMA,2018,FERNANDO HADDAD,5050,3359,2022,LUIZ INÁCIO LULA DA SILVA,6828,3835,130090,132.31,94.81,82.25,86.64,104.19,95.81,102.08,70.56
AM-CARAUARI,NORTE,AM,CARAUARI,2018,FERNANDO HADDAD,11987,9617,2022,LUIZ INÁCIO LULA DA SILVA,13768,10185,130100,73.23,110.8,87.19,102.26,97.28,154.47,118.74,69.4
AM-CAREIRO,NORTE,AM,CAREIRO,2018,FERNANDO HADDAD,13624,9464,2022,LUIZ INÁCIO LULA DA SILVA,17050,10450,130110,32.32,33.81,45.63,46.44,44.14,62.89,70.21,88.32
AM-CAREIRO DA VARZEA,NORTE,AM,CAREIRO DA VARZEA,2018,FERNANDO HADDAD,10034,7239,2022,LUIZ INÁCIO LULA DA SILVA,12805,7716,130115,58.24,24.52,53.85,74.37,19.83,35.02,41.92,49.47
AM-COARI,NORTE,AM,COARI,2018,FERNANDO HADDAD,31089,21399,2022,LUIZ INÁCIO LULA DA SILVA,35076,20449,130120,93.36,87.65,93.06,102.98,94.81,76.33,89.63,81.7
AM-CODAJAS,NORTE,AM,CODAJAS,2018,FERNANDO HADDAD,8499,5455,2022,LUIZ INÁCIO LULA DA SILVA,11670,6895,130130,111.29,99.29,100.47,107.18,99.32,117.77,69.02,163.29
AM-EIRUNEPE,NORTE,AM,EIRUNEPE,2018,FERNANDO HADDAD,11973,8836,2022,LUIZ INÁCIO LULA DA SILVA,14068,10000,130140,92.01,67.41,54.66,109.67,78.69,74.59,66.67,79.22
AM-ENVIRA,NORTE,AM,ENVIRA,2018,FERNANDO HADDAD,6275,4870,2022,LUIZ INÁCIO LULA DA SILVA,7293,5052,130150,108.2,85.94,94.27,82.11,82.78,148.82,168.8,154.5
AM-FONTE BOA,NORTE,AM,FONTE BOA,2018,FERNANDO HADDAD,9482,7837,2022,LUIZ INÁCIO LULA DA SILVA,11424,8484,130160,106.83,77.28,84.41,93.16,64.92,78.1,72.02,86.15
AM-GUAJARA,NORTE,AM,GUAJARA,2018,JAIR MESSIAS BOLSONARO,5618,2836,2022,JAIR MESSIAS BOLSONARO,7760,4154,130165,55.05,14.08,12.68,16.9,9.51,10.12,14.74,70.1
AM-HUMAITA,NORTE,AM,HUMAITA,2018,FERNANDO HADDAD,18007,10398,2022,LUIZ INÁCIO LULA DA SILVA,23945,12604,130170,103.66,106.2,100.62,107.61,101.2,106.19,139.47,144.32
AM-IPIXUNA,NORTE,AM,IPIXUNA,2018,FERNANDO HADDAD,6367,5055,2022,LUIZ INÁCIO LULA DA SILVA,7437,4784,130180,48.51,80.41,97.96,93.46,82.4,42.54,84.04,70.47
AM-IRANDUBA,NORTE,AM,IRANDUBA,2018,FERNANDO HADDAD,23204,14447,2022,LUIZ INÁCIO LULA DA SILVA,30167,16381,130185,28.18,17.07,36.79,33.84,42.61,49.42,50.15,84.56
AM-ITACOATIARA,NORTE,AM,ITACOATIARA,2018,FERNANDO HADDAD,44638,29226,2022,LUIZ INÁCIO LULA DA SILVA,53963,33435,130190,117.35,97.18,86.44,84.44,87.86,95.87,126.75,160.55
AM-ITAMARATI,NORTE,AM,ITAMARATI,2018,FERNANDO HADDAD,4188,3497,2022,LUIZ INÁCIO LULA DA SILVA,4956,3609,130195,24.62,68.92,76.1,83.53,88.57,70.61,73.28,103.33
AM-ITAPIRANGA,NORTE,AM,ITAPIRANGA,2018,FERNANDO HADDAD,4674,2843,2022,LUIZ INÁCIO LULA DA SILVA,6360,3679,130200,75.96,94.81,114.94,86.1,90.3,93.94,91.91,128.72
AM-JAPURA,NORTE,AM,JAPURA,2018,FERNANDO HADDAD,2560,1912,2022,LUIZ INÁCIO LULA DA SILVA,3322,1872,130210,117.83,80.41,98.65,80.67,67.7,98.76,130.58,93.62
AM-JURUA,NORTE,AM,JURUA,2018,FERNANDO HADDAD,4014,2829,2022,LUIZ INÁCIO LULA DA SILVA,5145,3019,130220,115.08,88.77,113.37,129.48,71.15,67.59,14.89,7.11
AM-JUTAI,NORTE,AM,JUTAI,2018,FERNANDO HADDAD,7422,6049,2022,LUIZ INÁCIO LULA DA SILVA,9225,6454,130230,76.92,56.52,104.83,93.28,82.85,43.4,23.37,44.34
AM-LABREA,NORTE,AM,LABREA,2018,FERNANDO HADDAD,14924,11291,2022,LUIZ INÁCIO LULA DA SILVA,18813,12010,130240,92.99,90.04,85.13,113.84,125.24,106.34,90.13,89.39
AM-MANACAPURU,NORTE,AM,MANACAPURU,2018,FERNANDO HADDAD,45033,27255,2022,LUIZ INÁCIO LULA DA SILVA,56436,30532,130250,101.0,51.27,28.96,10.61,20.9,97.16,92.81,92.42
AM-MANAQUIRI,NORTE,AM,MANAQUIRI,2018,FERNANDO HADDAD,7820,6076,2022,LUIZ INÁCIO LULA DA SILVA,10737,7207,130255,51.81,56.22,83.69,66.8,55.33,58.33,65.58,89.16
AM-MANAUS,NORTE,AM,MANAUS,2018,JAIR MESSIAS BOLSONARO,1045363,686999,2022,JAIR MESSIAS BOLSONARO,1163097,622846,130260,122.64,110.59,95.45,101.77,101.78,102.81,110.5,142.55
